passportNumber,clientName,gender,dateOfBirth,mainDiagnosis,clientType,nationality,countryOfResidence,billingStreet,billingCity,billingState,billingCountry,billingCode,isMedicial,isClaim,claimInformation,referral_ID
a1874,Nurjahan Begum Naju,null,1957-04-23 00:00:00,null ,null ,Bangladeshi,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1874
a1875,Nur Rahat Jahan,null,1957-04-24 00:00:00,null ,null ,Bangladeshi,null ,null ,null ,null ,null ,null ,null ,No,null ,1875
a1876,DONNA PATRICIA MONIAGA,Female,1957-04-25 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1876
a1877,ROKAIYA  ZAMAN,null,1957-04-26 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1877
a1878,ARTHY MRS ROKAIYA  ZAMAN,null,1957-04-27 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1878
a1879,ARTHY  ROKAIYA  ZAMAN,null,1957-04-28 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1879
a188,Soetris Sisetijono Midi,Male,1957-04-29 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,null,null ,188
a1880,Dominika Grazyna Sewastianowicz,Female,1957-04-30 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1880
a1881,Rewandi Vika Sutandio,null,1957-05-01 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,null,null ,1881
a1882,KARNA TANUDJAJA,Male,1957-05-02 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1882
a1883,RUDY SUWANDI,Male,1957-05-03 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1883
a1884,Rokhshana Afroz,Female,1957-05-04 00:00:00,null ,null ,Bangladeshi,null ,null ,null ,null ,null ,null ,null ,No,null ,1884
a1885,Keith Colin Baldwin,Male,1957-05-05 00:00:00,null ,null ,American,null ,null ,null ,null ,null ,null ,null ,null,null ,1885
a1886,TJANDRA WILLIAM,Male,1957-05-06 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1886
a1887,Marine Orane Aline Teyssandier,null,1957-05-07 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,No,null ,1887
a1888,IKEA Supply AG Representative Office Indonesi,null,1957-05-08 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1888
a1889,Rewandi Vika Sutandio,null,1957-05-09 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1889
a189,Zainuddin Paraja Dawaru,Male,1957-05-10 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,null,null ,189
a1890,NIZAR SAIFUDIN HALIM,Male,1957-05-11 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1890
a1891,Sheree Hall,null,1957-05-12 00:00:00,null ,null ,American,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1891
a1892,HA CONG KHANH DUY,Male,1957-05-13 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,No,null ,1892
a1893,Agustina Anggraeni Kumala Dewi,Female,1957-05-14 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1893
a1894,SEAN MICHAEL MORIARTY,Male,1957-05-15 00:00:00,null ,null ,American,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1894
a1895,VICTOR MARTIN VARNEDOE,Male,1957-05-16 00:00:00,null ,null ,American,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1895
a1896,JOHANES SUGENG IRAWAN,Male,1957-05-17 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1896
a1897,Marta Irnawati,Female,1957-05-18 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1897
a1898,Vinsensius Gunawan Budiman,Male,1957-05-19 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1898
a1899,Ruth Hoetama,Male,1957-05-20 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1899
